NAME                      |     AMOUNT | TRANS_DATETIME      | PROCESS_DATETIME    | LOCATION                           
Barnaby                   |   2,200.00 | 2020-12-10 00:00:00 | 2021-09-28 7:15:23  | Geyer's Onion                      
Denna                     |  27,937.00 | 2020-08-22 00:00:00 | 2021-09-28 9:01:21  | Yankeeweed                         
Mohandas                  |  30,794.00 | 2020-07-19 00:00:00 | 2021-09-28 23:34:20 | Acuna's Star Orchid                
Steffie                   |  34,560.00 | 2020-10-19 00:00:00 | 2021-09-28 15:37:42 | Huachuca Mountain Eryngo           
Dorolisa                  |  22,502.00 | 2020-12-25 00:00:00 | 2021-09-28 17:40:14 | Bridge Penstemon                   
Freemon                   |  42,798.00 | 2020-07-05 00:00:00 | 2021-09-28 8:36:10  | Small Cordgrass                    
Avrit                     |   7,664.00 | 2021-01-18 00:00:00 | 2021-09-28 5:54:01  | False Baby's Breath                
Rici                      |   2,072.00 | 2020-10-24 00:00:00 | 2021-09-28 16:31:05 | Epiphytic Curlygrass Fern          
Kendal                    |  35,009.00 | 2021-06-26 00:00:00 | 2021-09-28 1:23:43  | Yerba Porosa                       
Glenden                   |  22,022.00 | 2020-12-13 00:00:00 | 2021-09-28 19:20:17 | Platte River Milkvetch             
Daffy                     |  22,294.00 | 2021-04-22 00:00:00 | 2021-09-28 21:32:46 | Oblongleaf Orache                  
Jase                      |  42,041.00 | 2021-01-18 00:00:00 | 2021-09-28 14:37:59 | Diploid Timothy                    
Rowena                    |  18,379.00 | 2021-05-15 00:00:00 | 2021-09-28 6:49:26  | Twinflower                         
Ash                       |  13,393.00 | 2021-06-19 00:00:00 | 2021-09-28 16:52:07 | Livid Sedge                        
Kermie                    |  26,639.00 | 2021-06-25 00:00:00 | 2021-09-28 23:29:19 | Wideflower Phlox                   
Amble                     |  21,330.00 | 2020-12-08 00:00:00 | 2021-09-28 15:39:52 | Eggyolk Lichen                     
Dimitry                   |  24,745.00 | 2021-04-27 00:00:00 | 2021-09-28 6:21:03  | Longbeard Mariposa Lily            
Shem                      |   8,353.00 | 2021-06-23 00:00:00 | 2021-09-28 6:07:41  | Alpinia                            
Kendrick                  |  43,420.00 | 2020-08-10 00:00:00 | 2021-09-28 10:26:41 | Dalmatian Toadflax                 
Lowrance                  |   7,113.00 | 2020-09-13 00:00:00 | 2021-09-28 12:10:17 | Lamp Rush                          
Ulrica                    |  18,931.00 | 2021-01-05 00:00:00 | 2021-09-28 20:09:38 | Monterey Spineflower               
Caressa                   |  36,315.00 | 2021-03-26 00:00:00 | 2021-09-28 5:30:05  | Fly Beaksedge                      
Filippo                   |   4,085.00 | 2020-12-06 00:00:00 | 2021-09-28 21:44:46 | Ivey's Twinpod                     
Brewer                    |  26,778.00 | 2020-10-23 00:00:00 | 2021-09-28 8:20:17  | Brachymenium Moss                  
Agnese                    |   4,681.00 | 2021-07-27 00:00:00 | 2021-09-28 2:56:00  | Giantchickweed                     
Noel                      |   4,784.00 | 2021-03-20 00:00:00 | 2021-09-28 23:29:11 | Pringle's Aster                    
Bobby                     |   3,447.00 | 2021-07-09 00:00:00 | 2021-09-28 3:20:33  | Lycianthes                         
Thayne                    |  17,152.00 | 2021-03-15 00:00:00 | 2021-09-28 21:09:02 | Julella Lichen                     
Cristabel                 |  27,564.00 | 2020-11-08 00:00:00 | 2021-09-28 7:24:37  | Maiden Pink                        
Toinette                  |  30,864.00 | 2021-06-04 00:00:00 | 2021-09-28 10:09:24 | Grumichama                         
Clevie                    |  33,682.00 | 2020-10-13 00:00:00 | 2021-09-28 10:08:24 | Swallow-wort                       
Benjie                    |   8,025.00 | 2021-02-04 00:00:00 | 2021-09-28 0:21:30  | Parry Manzanita                    
Phylis                    |  26,864.00 | 2021-03-04 00:00:00 | 2021-09-28 18:15:49 | Barnacle Lichen                    
Arabela                   |   8,388.00 | 2021-04-29 00:00:00 | 2021-09-28 5:29:08  | Narrowleaf Stenogyne               
Fidel                     |  24,166.00 | 2021-05-29 00:00:00 | 2021-09-28 19:56:56 | Pinpoint Clover                    
Lilith                    |  24,877.00 | 2021-06-04 00:00:00 | 2021-09-28 1:15:25  | North's False Flag                 
Saxon                     |  29,945.00 | 2021-01-17 00:00:00 | 2021-09-28 1:43:23  | Meadow Bistort                     
Sallyanne                 |  36,152.00 | 2020-11-09 00:00:00 | 2021-09-28 18:23:15 | Dotted Smartweed                   
Jeri                      |  19,659.00 | 2020-10-12 00:00:00 | 2021-09-28 21:16:59 | Huckleberry Oak                    
Manuel                    |  26,028.00 | 2020-07-05 00:00:00 | 2021-09-28 20:23:21 | Diffuseflower Evening Primrose     
Nannette                  |  44,809.00 | 2020-09-14 00:00:00 | 2021-09-28 13:32:20 | Green Withe                        
Jacky                     |   2,831.00 | 2020-10-08 00:00:00 | 2021-09-28 19:20:19 | Blumea                             
Colly                     |  36,886.00 | 2020-11-14 00:00:00 | 2021-09-28 23:07:32 | Egg Milkvetch                      
Theadora                  |  34,267.00 | 2021-04-08 00:00:00 | 2021-09-28 14:58:22 | Fuzzy Dewberry                     
Claudette                 |   5,957.00 | 2020-11-25 00:00:00 | 2021-09-28 2:41:37  | Kei Apple                          
Dilly                     |  44,005.00 | 2020-07-07 00:00:00 | 2021-09-28 17:12:38 | Long-flower Marlock                
Mile                      |  38,509.00 | 2020-08-17 00:00:00 | 2021-09-28 16:13:42 | Broadleaf Gilia                    
Edgard                    |  31,897.00 | 2021-06-13 00:00:00 | 2021-09-28 2:45:17  | Coastal Phyllostegia               
Lurlene                   |  33,505.00 | 2020-10-04 00:00:00 | 2021-09-28 10:16:08 | Featherleaf Desertpeony            
Donall                    |  16,269.00 | 2021-07-26 00:00:00 | 2021-09-28 4:30:08  | Woolyspike Balsamscale             
Sheila                    |  32,727.00 | 2020-11-28 00:00:00 | 2021-09-28 2:43:53  | Sonora Lupine                      
Quintilla                 |  17,879.00 | 2020-10-25 00:00:00 | 2021-09-28 4:06:31  | Solitary Clematis                  
Agatha                    |  13,264.00 | 2020-08-27 00:00:00 | 2021-09-28 19:08:45 | Curvepod Yellowcress               
Bernette                  |  29,349.00 | 2021-07-04 00:00:00 | 2021-09-28 2:13:09  | Lo'ulu                             
Terrijo                   |  38,174.00 | 2020-10-26 00:00:00 | 2021-09-28 0:23:42  | Rillita Pellitory                  
Dario                     |  35,950.00 | 2020-10-26 00:00:00 | 2021-09-28 4:58:53  | Kauai Cyrtandra                    
Laney                     |  23,555.00 | 2020-10-03 00:00:00 | 2021-09-28 21:27:32 | Phaeocalicium Lichen               
Ferrel                    |   5,337.00 | 2020-10-12 00:00:00 | 2021-09-28 0:59:08  | Sanddune Ipomopsis                 
Benn                      |  17,219.00 | 2020-09-20 00:00:00 | 2021-09-28 13:14:07 | Congdon's Lupine                   
Sunshine                  |  10,006.00 | 2021-02-04 00:00:00 | 2021-09-28 16:43:54 | Two-wing Silverbell                
Meir                      |   3,744.00 | 2021-07-12 00:00:00 | 2021-09-28 8:54:06  | Peruvian Dodder                    
Sheelah                   |  43,731.00 | 2021-04-30 00:00:00 | 2021-09-28 17:24:42 | Muehlenbeck's Bryum Moss           
Donalt                    |  48,407.00 | 2021-05-24 00:00:00 | 2021-09-28 19:36:10 | Manybristle Chinchweed             
Cornie                    |  43,193.00 | 2021-04-21 00:00:00 | 2021-09-28 18:55:40 | Macranthera                        
Timofei                   |  32,456.00 | 2020-12-09 00:00:00 | 2021-09-28 11:42:54 | Miniature Woollystar               
Ellsworth                 |  26,037.00 | 2020-11-18 00:00:00 | 2021-09-28 16:37:14 | American Bird's-foot Trefoil       
Gerald                    |  45,124.00 | 2020-09-27 00:00:00 | 2021-09-28 23:56:39 | Peachbush                          
Anders                    |  48,827.00 | 2021-01-03 00:00:00 | 2021-09-28 22:03:59 | House Range Primrose               
Paten                     |  33,461.00 | 2020-12-15 00:00:00 | 2021-09-28 21:09:04 | Elephant Bush                      
Yancey                    |  36,388.00 | 2021-07-13 00:00:00 | 2021-09-28 20:53:12 | Strigose Beard Lichen              
Cordi                     |  48,331.00 | 2021-04-15 00:00:00 | 2021-09-28 18:32:12 | Soft Blazingstar                   
Burton                    |  44,147.00 | 2020-07-14 00:00:00 | 2021-09-28 2:05:26  | Beauverd's Widow's-thrill          
Bertina                   |  46,767.00 | 2020-10-06 00:00:00 | 2021-09-28 19:54:18 | Yellowshow                         
Deborah                   |  44,889.00 | 2020-09-15 00:00:00 | 2021-09-28 22:37:06 | Metz's Wild Petunia                
Emmett                    |  32,904.00 | 2021-05-15 00:00:00 | 2021-09-28 6:34:07  | Zion Buckwheat                     
Shirline                  |   8,639.00 | 2021-02-20 00:00:00 | 2021-09-28 23:27:10 | Marks' Cyanea                      
Dorisa                    |   6,622.00 | 2020-11-22 00:00:00 | 2021-09-28 10:08:02 | Pale Callicostella Moss            
Nehemiah                  |  28,344.00 | 2020-09-14 00:00:00 | 2021-09-28 20:20:06 | Flexile Milkvetch                  
Rolland                   |  18,812.00 | 2021-05-21 00:00:00 | 2021-09-28 8:45:14  | Polyblastia Lichen                 
Ban                       |  42,921.00 | 2021-03-18 00:00:00 | 2021-09-28 23:37:38 | California Pore Lichen             
Thorsten                  |   3,248.00 | 2021-04-10 00:00:00 | 2021-09-28 7:10:18  | Northern Sweetgrass                
Keefe                     |  46,650.00 | 2020-10-21 00:00:00 | 2021-09-28 14:58:11 | Hawaiian Nadvornikia               
Kerr                      |  47,533.00 | 2020-08-08 00:00:00 | 2021-09-28 23:09:46 | Wild Cinnamon                      
Graig                     |  35,636.00 | 2021-03-21 00:00:00 | 2021-09-28 19:20:13 | Waxberry                           
Sheeree                   |   2,936.00 | 2021-07-12 00:00:00 | 2021-09-28 10:26:16 | Gulf Skullcap                      
Ulrick                    |  38,292.00 | 2021-01-06 00:00:00 | 2021-09-28 5:23:13  | Forest Peperomia                   
Conway                    |  29,120.00 | 2021-07-06 00:00:00 | 2021-09-28 0:16:19  | Mt. Mazama Collomia                
Doralyn                   |  15,878.00 | 2021-01-29 00:00:00 | 2021-09-28 21:40:07 | Northern Moonwort                  
Allison                   |   8,223.00 | 2020-12-21 00:00:00 | 2021-09-28 22:45:51 | Rockyscree False Goldenaster       
Patton                    |  41,947.00 | 2021-03-07 00:00:00 | 2021-09-28 22:06:00 | White Mulberry                     
Candie                    |  46,557.00 | 2020-11-15 00:00:00 | 2021-09-28 22:11:02 | Bottomland Dewberry                
Lindon                    |  10,420.00 | 2021-01-11 00:00:00 | 2021-09-28 11:12:53 | Vahl's Cinquefoil                  
Barbey                    |   5,207.00 | 2020-08-08 00:00:00 | 2021-09-28 1:25:34  | Hollyleaf Clover                   
Kilian                    |  11,989.00 | 2021-03-17 00:00:00 | 2021-09-28 15:35:32 | Wood Lily                          
Cynde                     |  14,176.00 | 2021-04-18 00:00:00 | 2021-09-28 18:26:19 | Fringed Willowherb                 
Donnamarie                |   9,241.00 | 2020-08-28 00:00:00 | 2021-09-28 23:20:32 | Beardless Chinchweed               
Micheal                   |   9,008.00 | 2020-12-13 00:00:00 | 2021-09-28 15:26:29 | Shockley's Desert-thorn            
Warden                    |  36,449.00 | 2020-08-06 00:00:00 | 2021-09-28 3:47:27  | Arctic Daisy                       
Joellen                   |   9,362.00 | 2021-07-01 00:00:00 | 2021-09-28 16:45:46 | Cutgrass                           
Tatiana                   |   8,367.00 | 2021-07-10 00:00:00 | 2021-09-28 7:57:12  | Death Valley Jointfir              
Dewey                     |  19,231.00 | 2020-10-18 00:00:00 | 2021-09-28 6:15:39  | Gearstem Cactus                    
Natty                     |  20,224.00 | 2021-01-08 00:00:00 | 2021-09-28 19:46:19 | Hybrid Violet                      
Perice                    |  45,275.00 | 2021-07-05 00:00:00 | 2021-09-28 1:25:47  | Sugar Pine Dwarf Mistletoe         
Idaline                   |  29,234.00 | 2020-12-03 00:00:00 | 2021-09-28 18:54:23 | Adonis Blazingstar                 
Mead                      |   2,301.00 | 2021-01-27 00:00:00 | 2021-09-28 15:17:29 | Kilioe                             
Nichols                   |  13,289.00 | 2021-01-08 00:00:00 | 2021-09-28 23:02:10 | Lined Sedge                        
Donny                     |   9,176.00 | 2020-11-22 00:00:00 | 2021-09-28 7:07:06  | Rosy Gilia                         
Trevar                    |  32,369.00 | 2020-10-31 00:00:00 | 2021-09-28 3:32:36  | Northern Dandelion                 
Desiri                    |  45,152.00 | 2020-07-02 00:00:00 | 2021-09-28 15:02:19 | Skin Lichen                        
Valli                     |  40,046.00 | 2021-03-09 00:00:00 | 2021-09-28 17:50:28 | Wart Lichen                        
Sarajane                  |   6,694.00 | 2021-01-01 00:00:00 | 2021-09-28 1:12:42  | Creeping St. Johnswort             
Barbi                     |   7,684.00 | 2020-12-01 00:00:00 | 2021-09-28 21:08:54 | Sphenosciadium                     
Wiatt                     |  44,449.00 | 2020-07-06 00:00:00 | 2021-09-28 11:10:08 | Island Mountain Mahogany           
Clemmie                   |   5,141.00 | 2020-07-23 00:00:00 | 2021-09-28 1:51:55  | Longleaf Rush                      
Pepe                      |  28,169.00 | 2020-08-09 00:00:00 | 2021-09-28 4:00:57  | Golden False Beardgrass            
Pace                      |   6,760.00 | 2020-07-11 00:00:00 | 2021-09-28 19:56:02 | Seaside Tansy                      
Dannel                    |   8,474.00 | 2021-05-08 00:00:00 | 2021-09-28 0:12:32  | Pinoche Creek Larkspur             
Baxy                      |   7,620.00 | 2020-12-11 00:00:00 | 2021-09-28 18:28:06 | Lungwort                           
Cesya                     |  12,322.00 | 2021-02-17 00:00:00 | 2021-09-28 10:53:42 | Oahu Mirrorplant                   
Maurits                   |   3,487.00 | 2020-08-28 00:00:00 | 2021-09-28 12:56:11 | Melancholy Thistle                 
Allx                      |  49,290.00 | 2020-10-25 00:00:00 | 2021-09-28 6:10:27  | White Spruce                       
Sydney                    |  15,210.00 | 2020-11-05 00:00:00 | 2021-09-28 15:53:55 | Herre's Dimple Lichen              
Dorrie                    |  25,658.00 | 2021-05-08 00:00:00 | 2021-09-28 0:07:24  | Hausknecht's Buckwheat             
Murdock                   |  41,357.00 | 2020-09-28 00:00:00 | 2021-09-28 9:59:18  | Schweinitz's Sunflower             
Diena                     |  12,059.00 | 2021-05-06 00:00:00 | 2021-09-28 20:32:40 | Little Walnut                      
Delly                     |  48,476.00 | 2021-01-04 00:00:00 | 2021-09-28 21:50:12 | Praxelis                           
